MeanOrient_AGhipX,MeanOrient_AGhipY,MeanOrient_AGhipZ,VarOrient_AGhipX,VarOrient_AGhipY,VarOrient_AGhipZ,Mean_AGhipX,Mean_AGhipY,Mean_AGhipZ,Var_AGhipX,Var_AGhipY,Var_AGhipZ,Cov_AGhipX,Cov_AGhipY,Cov_AGhipZ,Max_AGhipX,Max_AGhipY,Max_AGhipZ,Min_AGhipX,Min_AGhipY,Min_AGhipZ,TenPct_AGhipX,TenPct_AGhipY,TenPct_AGhipZ,TwentyFivePct_AGhipX,TwentyFivePct_AGhipY,TwentyFivePct_AGhipZ,FiftyPct_AGhipX,FiftyPct_AGhipY,FiftyPct_AGhipZ,SeventyFivePct_AGhipX,SeventyFivePct_AGhipY,SeventyFivePct_AGhipZ,NinetyPct_AGhipX,NinetyPct_AGhipY,NinetyPct_AGhipZ,MeanOrient_AGthighX,MeanOrient_AGthighY,MeanOrient_AGthighZ,VarOrient_AGthighX,VarOrient_AGthighY,VarOrient_AGthighZ,Mean_AGthighX,Mean_AGthighY,Mean_AGthighZ,Var_AGthighX,Var_AGthighY,Var_AGthighZ,Cov_AGthighX,Cov_AGthighY,Cov_AGthighZ,Max_AGthighX,Max_AGthighY,Max_AGthighZ,Min_AGthighX,Min_AGthighY,Min_AGthighZ,TenPct_AGthighX,TenPct_AGthighY,TenPct_AGthighZ,TwentyFivePct_AGthighX,TwentyFivePct_AGthighY,TwentyFivePct_AGthighZ,FiftyPct_AGthighX,FiftyPct_AGthighY,FiftyPct_AGthighZ,SeventyFivePct_AGthighX,SeventyFivePct_AGthighY,SeventyFivePct_AGthighZ,NinetyPct_AGthighX,NinetyPct_AGthighY,NinetyPct_AGthighZ,MeanOrient_GEleftX,MeanOrient_GEleftY,MeanOrient_GEleftZ,VarOrient_GEleftX,VarOrient_GEleftY,VarOrient_GEleftZ,Mean_GEleftX,Mean_GEleftY,Mean_GEleftZ,Var_GEleftX,Var_GEleftY,Var_GEleftZ,Cov_GEleftX,Cov_GEleftY,Cov_GEleftZ,Max_GEleftX,Max_GEleftY,Max_GEleftZ,Min_GEleftX,Min_GEleftY,Min_GEleftZ,TenPct_GEleftX,TenPct_GEleftY,TenPct_GEleftZ,TwentyFivePct_GEleftX,TwentyFivePct_GEleftY,TwentyFivePct_GEleftZ,FiftyPct_GEleftX,FiftyPct_GEleftY,FiftyPct_GEleftZ,SeventyFivePct_GEleftX,SeventyFivePct_GEleftY,SeventyFivePct_GEleftZ,NinetyPct_GEleftX,NinetyPct_GEleftY,NinetyPct_GEleftZ,MeanOrient_GErightX,MeanOrient_GErightY,MeanOrient_GErightZ,VarOrient_GErightX,VarOrient_GErightY,VarOrient_GErightZ,Mean_GErightX,Mean_GErightY,Mean_GErightZ,Var_GErightX,Var_GErightY,Var_GErightZ,Cov_GErightX,Cov_GErightY,Cov_GErightZ,Max_GErightX,Max_GErightY,Max_GErightZ,Min_GErightX,Min_GErightY,Min_GErightZ,TenPct_GErightX,TenPct_GErightY,TenPct_GErightZ,TwentyFivePct_GErightX,TwentyFivePct_GErightY,TwentyFivePct_GErightZ,FiftyPct_GErightX,FiftyPct_GErightY,FiftyPct_GErightZ,SeventyFivePct_GErightX,SeventyFivePct_GErightY,SeventyFivePct_GErightZ,NinetyPct_GErightX,NinetyPct_GErightY,NinetyPct_GErightZ
-1.21,-0.4,0.28,-0.15,0.03,-0.21,-6.00E-01,5.00E-02,-6.25E-01,-1.35E-01,-3.87E-01,-3.24E-01,1.35E-01,3.87E-01,3.24E-01,-1.35E+00,-6.19E-01,-1.13E+00,-1.35E+00,-6.19E-01,-1.13E+00,-7.51E-01,-5.41E-01,-8.52E-01,-6.42E-01,-5.14E-01,-8.01E-01,-5.87E-01,2.45E-01,-7.14E-01,-5.36E-01,2.92E-01,-6.12E-01,-4.66E-01,3.54E-01,-2.49E-01,-1.21,-0.4,0.28,-0.15,0.03,-0.21,-6.00E-01,5.00E-02,-6.25E-01,-1.35E-01,-3.87E-01,-3.24E-01,1.35E-01,3.87E-01,3.24E-01,-1.35E+00,-6.19E-01,-1.13E+00,-1.35E+00,-6.19E-01,-1.13E+00,-7.51E-01,-5.41E-01,-8.52E-01,-6.42E-01,-5.14E-01,-8.01E-01,-5.87E-01,2.45E-01,-7.14E-01,-5.36E-01,2.92E-01,-6.12E-01,-4.66E-01,3.54E-01,-2.49E-01,-1.21,-0.4,0.28,-0.15,0.03,-0.21,-6.00E-01,5.00E-02,-6.25E-01,-1.35E-01,-3.87E-01,-3.24E-01,1.35E-01,3.87E-01,3.24E-01,-1.35E+00,-6.19E-01,-1.13E+00,-1.35E+00,-6.19E-01,-1.13E+00,-7.51E-01,-5.41E-01,-8.52E-01,-6.42E-01,-5.14E-01,-8.01E-01,-5.87E-01,2.45E-01,-7.14E-01,-5.36E-01,2.92E-01,-6.12E-01,-4.66E-01,3.54E-01,-2.49E-01,-1.21,-0.4,0.28,-0.15,0.03,-0.21,-6.00E-01,5.00E-02,-6.25E-01,-1.35E-01,-3.87E-01,-3.24E-01,1.35E-01,3.87E-01,3.24E-01,-1.35E+00,-6.19E-01,-1.13E+00,-1.35E+00,-6.19E-01,-1.13E+00,-7.51E-01,-5.41E-01,-8.52E-01,-6.42E-01,-5.14E-01,-8.01E-01,-5.87E-01,2.45E-01,-7.14E-01,-5.36E-01,2.92E-01,-6.12E-01,-4.66E-01,3.54E-01,-2.49E-01
-1.3,-1.65,-0.42,-1.74,1.38,-1.64,-6.17E-01,-5.10E-01,-6.16E-01,1.52E-02,1.48E-02,-1.62E-02,1.52E-02,1.48E-02,1.62E-02,-6.96E-01,-5.60E-01,-6.75E-01,-6.96E-01,-5.60E-01,-6.75E-01,-6.34E-01,-5.25E-01,-6.35E-01,-6.22E-01,-5.21E-01,-6.27E-01,-6.18E-01,-5.14E-01,-6.16E-01,-6.10E-01,-5.02E-01,-6.08E-01,-5.99E-01,-4.90E-01,-5.96E-01,-1.3,-1.65,-0.42,-1.74,1.38,-1.64,-6.17E-01,-5.10E-01,-6.16E-01,1.52E-02,1.48E-02,-1.62E-02,1.52E-02,1.48E-02,1.62E-02,-6.96E-01,-5.60E-01,-6.75E-01,-6.96E-01,-5.60E-01,-6.75E-01,-6.34E-01,-5.25E-01,-6.35E-01,-6.22E-01,-5.21E-01,-6.27E-01,-6.18E-01,-5.14E-01,-6.16E-01,-6.10E-01,-5.02E-01,-6.08E-01,-5.99E-01,-4.90E-01,-5.96E-01,-1.3,-1.65,-0.42,-1.74,1.38,-1.64,-6.17E-01,-5.10E-01,-6.16E-01,1.52E-02,1.48E-02,-1.62E-02,1.52E-02,1.48E-02,1.62E-02,-6.96E-01,-5.60E-01,-6.75E-01,-6.96E-01,-5.60E-01,-6.75E-01,-6.34E-01,-5.25E-01,-6.35E-01,-6.22E-01,-5.21E-01,-6.27E-01,-6.18E-01,-5.14E-01,-6.16E-01,-6.10E-01,-5.02E-01,-6.08E-01,-5.99E-01,-4.90E-01,-5.96E-01,-1.3,-1.65,-0.42,-1.74,1.38,-1.64,-6.17E-01,-5.10E-01,-6.16E-01,1.52E-02,1.48E-02,-1.62E-02,1.52E-02,1.48E-02,1.62E-02,-6.96E-01,-5.60E-01,-6.75E-01,-6.96E-01,-5.60E-01,-6.75E-01,-6.34E-01,-5.25E-01,-6.35E-01,-6.22E-01,-5.21E-01,-6.27E-01,-6.18E-01,-5.14E-01,-6.16E-01,-6.10E-01,-5.02E-01,-6.08E-01,-5.99E-01,-4.90E-01,-5.96E-01
-1.57,-0.26,0.29,-1.58,0.04,1.55,-3.19E-01,-2.30E-01,-8.74E-01,-2.15E-01,0.00E+00,-1.73E-01,2.15E-01,1.82E-01,1.73E-01,-1.05E+00,-6.73E-01,-1.12E+00,-1.05E+00,-6.73E-01,-1.12E+00,-6.26E-01,-5.06E-01,-1.00E+00,-6.10E-01,-4.90E-01,-9.94E-01,-1.85E-01,-1.21E-01,-9.82E-01,-1.66E-01,-1.13E-01,-6.35E-01,-1.35E-01,-1.05E-01,-6.12E-01,-1.57,-0.26,0.29,-1.58,0.04,1.55,-3.19E-01,-2.30E-01,-8.74E-01,-2.15E-01,0.00E+00,-1.73E-01,2.15E-01,1.82E-01,1.73E-01,-1.05E+00,-6.73E-01,-1.12E+00,-1.05E+00,-6.73E-01,-1.12E+00,-6.26E-01,-5.06E-01,-1.00E+00,-6.10E-01,-4.90E-01,-9.94E-01,-1.85E-01,-1.21E-01,-9.82E-01,-1.66E-01,-1.13E-01,-6.35E-01,-1.35E-01,-1.05E-01,-6.12E-01,-1.57,-0.26,0.29,-1.58,0.04,1.55,-3.19E-01,-2.30E-01,-8.74E-01,-2.15E-01,0.00E+00,-1.73E-01,2.15E-01,1.82E-01,1.73E-01,-1.05E+00,-6.73E-01,-1.12E+00,-1.05E+00,-6.73E-01,-1.12E+00,-6.26E-01,-5.06E-01,-1.00E+00,-6.10E-01,-4.90E-01,-9.94E-01,-1.85E-01,-1.21E-01,-9.82E-01,-1.66E-01,-1.13E-01,-6.35E-01,-1.35E-01,-1.05E-01,-6.12E-01,-1.57,-0.26,0.29,-1.58,0.04,1.55,-3.19E-01,-2.30E-01,-8.74E-01,-2.15E-01,0.00E+00,-1.73E-01,2.15E-01,1.82E-01,1.73E-01,-1.05E+00,-6.73E-01,-1.12E+00,-1.05E+00,-6.73E-01,-1.12E+00,-6.26E-01,-5.06E-01,-1.00E+00,-6.10E-01,-4.90E-01,-9.94E-01,-1.85E-01,-1.21E-01,-9.82E-01,-1.66E-01,-1.13E-01,-6.35E-01,-1.35E-01,-1.05E-01,-6.12E-01
-0.52,0.07,-1.76,-0.75,1.62,-0.05,-3.23E-01,-9.55E-02,-9.55E-01,5.00E-02,2.94E-02,1.78E-02,5.00E-02,1.47E-02,1.78E-02,-7.94E-01,-3.38E-01,-1.03E+00,-7.94E-01,-3.38E-01,-1.03E+00,-3.69E-01,-1.09E-01,-9.78E-01,-3.57E-01,-1.01E-01,-9.66E-01,-3.33E-01,-9.33E-02,-9.54E-01,-2.87E-01,-8.94E-02,-9.43E-01,-2.67E-01,-8.16E-02,-9.35E-01,-0.52,0.07,-1.76,-0.75,1.62,-0.05,-3.23E-01,-9.55E-02,-9.55E-01,5.00E-02,2.94E-02,1.78E-02,5.00E-02,1.47E-02,1.78E-02,-7.94E-01,-3.38E-01,-1.03E+00,-7.94E-01,-3.38E-01,-1.03E+00,-3.69E-01,-1.09E-01,-9.78E-01,-3.57E-01,-1.01E-01,-9.66E-01,-3.33E-01,-9.33E-02,-9.54E-01,-2.87E-01,-8.94E-02,-9.43E-01,-2.67E-01,-8.16E-02,-9.35E-01,-0.52,0.07,-1.76,-0.75,1.62,-0.05,-3.23E-01,-9.55E-02,-9.55E-01,5.00E-02,2.94E-02,1.78E-02,5.00E-02,1.47E-02,1.78E-02,-7.94E-01,-3.38E-01,-1.03E+00,-7.94E-01,-3.38E-01,-1.03E+00,-3.69E-01,-1.09E-01,-9.78E-01,-3.57E-01,-1.01E-01,-9.66E-01,-3.33E-01,-9.33E-02,-9.54E-01,-2.87E-01,-8.94E-02,-9.43E-01,-2.67E-01,-8.16E-02,-9.35E-01,-0.52,0.07,-1.76,-0.75,1.62,-0.05,-3.23E-01,-9.55E-02,-9.55E-01,5.00E-02,2.94E-02,1.78E-02,5.00E-02,1.47E-02,1.78E-02,-7.94E-01,-3.38E-01,-1.03E+00,-7.94E-01,-3.38E-01,-1.03E+00,-3.69E-01,-1.09E-01,-9.78E-01,-3.57E-01,-1.01E-01,-9.66E-01,-3.33E-01,-9.33E-02,-9.54E-01,-2.87E-01,-8.94E-02,-9.43E-01,-2.67E-01,-8.16E-02,-9.35E-01
-1.25,-0.6,-1.64,-0.6,1.97,-0.02,-2.54E-01,-1.16E-01,-9.74E-01,-4.54E-02,0.00E+00,3.18E-02,4.54E-02,2.95E-02,1.59E-02,-4.66E-01,-2.45E-01,-1.02E+00,-4.66E-01,-2.45E-01,-1.02E+00,-3.18E-01,-1.48E-01,-9.94E-01,-2.67E-01,-1.36E-01,-9.86E-01,-2.48E-01,-1.17E-01,-9.74E-01,-2.24E-01,-1.01E-01,-9.62E-01,-2.05E-01,-6.99E-02,-9.54E-01,-1.25,-0.6,-1.64,-0.6,1.97,-0.02,-2.54E-01,-1.16E-01,-9.74E-01,-4.54E-02,0.00E+00,3.18E-02,4.54E-02,2.95E-02,1.59E-02,-4.66E-01,-2.45E-01,-1.02E+00,-4.66E-01,-2.45E-01,-1.02E+00,-3.18E-01,-1.48E-01,-9.94E-01,-2.67E-01,-1.36E-01,-9.86E-01,-2.48E-01,-1.17E-01,-9.74E-01,-2.24E-01,-1.01E-01,-9.62E-01,-2.05E-01,-6.99E-02,-9.54E-01,-1.25,-0.6,-1.64,-0.6,1.97,-0.02,-2.54E-01,-1.16E-01,-9.74E-01,-4.54E-02,0.00E+00,3.18E-02,4.54E-02,2.95E-02,1.59E-02,-4.66E-01,-2.45E-01,-1.02E+00,-4.66E-01,-2.45E-01,-1.02E+00,-3.18E-01,-1.48E-01,-9.94E-01,-2.67E-01,-1.36E-01,-9.86E-01,-2.48E-01,-1.17E-01,-9.74E-01,-2.24E-01,-1.01E-01,-9.62E-01,-2.05E-01,-6.99E-02,-9.54E-01,-1.25,-0.6,-1.64,-0.6,1.97,-0.02,-2.54E-01,-1.16E-01,-9.74E-01,-4.54E-02,0.00E+00,3.18E-02,4.54E-02,2.95E-02,1.59E-02,-4.66E-01,-2.45E-01,-1.02E+00,-4.66E-01,-2.45E-01,-1.02E+00,-3.18E-01,-1.48E-01,-9.94E-01,-2.67E-01,-1.36E-01,-9.86E-01,-2.48E-01,-1.17E-01,-9.74E-01,-2.24E-01,-1.01E-01,-9.62E-01,-2.05E-01,-6.99E-02,-9.54E-01
-1.74,-1.88,1.19,0.7,1.37,-0.12,-2.61E-01,-8.55E-02,-9.78E-01,4.94E-02,0.00E+00,2.80E-02,2.47E-02,9.72E-03,1.40E-02,-3.22E-01,-1.24E-01,-1.01E+00,-3.22E-01,-1.24E-01,-1.01E+00,-2.98E-01,-9.71E-02,-9.94E-01,-2.83E-01,-9.33E-02,-9.86E-01,-2.55E-01,-8.55E-02,-9.78E-01,-2.44E-01,-8.16E-02,-9.66E-01,-2.32E-01,-7.38E-02,-9.58E-01,-1.74,-1.88,1.19,0.7,1.37,-0.12,-2.61E-01,-8.55E-02,-9.78E-01,4.94E-02,0.00E+00,2.80E-02,2.47E-02,9.72E-03,1.40E-02,-3.22E-01,-1.24E-01,-1.01E+00,-3.22E-01,-1.24E-01,-1.01E+00,-2.98E-01,-9.71E-02,-9.94E-01,-2.83E-01,-9.33E-02,-9.86E-01,-2.55E-01,-8.55E-02,-9.78E-01,-2.44E-01,-8.16E-02,-9.66E-01,-2.32E-01,-7.38E-02,-9.58E-01,-1.74,-1.88,1.19,0.7,1.37,-0.12,-2.61E-01,-8.55E-02,-9.78E-01,4.94E-02,0.00E+00,2.80E-02,2.47E-02,9.72E-03,1.40E-02,-3.22E-01,-1.24E-01,-1.01E+00,-3.22E-01,-1.24E-01,-1.01E+00,-2.98E-01,-9.71E-02,-9.94E-01,-2.83E-01,-9.33E-02,-9.86E-01,-2.55E-01,-8.55E-02,-9.78E-01,-2.44E-01,-8.16E-02,-9.66E-01,-2.32E-01,-7.38E-02,-9.58E-01,-1.74,-1.88,1.19,0.7,1.37,-0.12,-2.61E-01,-8.55E-02,-9.78E-01,4.94E-02,0.00E+00,2.80E-02,2.47E-02,9.72E-03,1.40E-02,-3.22E-01,-1.24E-01,-1.01E+00,-3.22E-01,-1.24E-01,-1.01E+00,-2.98E-01,-9.71E-02,-9.94E-01,-2.83E-01,-9.33E-02,-9.86E-01,-2.55E-01,-8.55E-02,-9.78E-01,-2.44E-01,-8.16E-02,-9.66E-01,-2.32E-01,-7.38E-02,-9.58E-01
1.49,1.19,1.66,-1.88,0.99,-0.14,-2.24E-01,-9.70E-02,-9.89E-01,2.82E-02,1.85E-02,1.24E-02,1.41E-02,9.25E-03,1.24E-02,-2.63E-01,-1.36E-01,-1.03E+00,-2.63E-01,-1.36E-01,-1.03E+00,-2.40E-01,-1.09E-01,-1.01E+00,-2.32E-01,-1.01E-01,-9.98E-01,-2.24E-01,-9.71E-02,-9.90E-01,-2.16E-01,-8.94E-02,-9.82E-01,-2.05E-01,-8.55E-02,-9.74E-01,1.49,1.19,1.66,-1.88,0.99,-0.14,-2.24E-01,-9.70E-02,-9.89E-01,2.82E-02,1.85E-02,1.24E-02,1.41E-02,9.25E-03,1.24E-02,-2.63E-01,-1.36E-01,-1.03E+00,-2.63E-01,-1.36E-01,-1.03E+00,-2.40E-01,-1.09E-01,-1.01E+00,-2.32E-01,-1.01E-01,-9.98E-01,-2.24E-01,-9.71E-02,-9.90E-01,-2.16E-01,-8.94E-02,-9.82E-01,-2.05E-01,-8.55E-02,-9.74E-01,1.49,1.19,1.66,-1.88,0.99,-0.14,-2.24E-01,-9.70E-02,-9.89E-01,2.82E-02,1.85E-02,1.24E-02,1.41E-02,9.25E-03,1.24E-02,-2.63E-01,-1.36E-01,-1.03E+00,-2.63E-01,-1.36E-01,-1.03E+00,-2.40E-01,-1.09E-01,-1.01E+00,-2.32E-01,-1.01E-01,-9.98E-01,-2.24E-01,-9.71E-02,-9.90E-01,-2.16E-01,-8.94E-02,-9.82E-01,-2.05E-01,-8.55E-02,-9.74E-01,1.49,1.19,1.66,-1.88,0.99,-0.14,-2.24E-01,-9.70E-02,-9.89E-01,2.82E-02,1.85E-02,1.24E-02,1.41E-02,9.25E-03,1.24E-02,-2.63E-01,-1.36E-01,-1.03E+00,-2.63E-01,-1.36E-01,-1.03E+00,-2.40E-01,-1.09E-01,-1.01E+00,-2.32E-01,-1.01E-01,-9.98E-01,-2.24E-01,-9.71E-02,-9.90E-01,-2.16E-01,-8.94E-02,-9.82E-01,-2.05E-01,-8.55E-02,-9.74E-01
-0.83,-1.18,1.85,-1.9,-0.89,-0.13,-1.87E-01,-1.14E-01,-9.96E-01,4.22E-02,0.00E+00,2.42E-02,2.11E-02,9.58E-03,1.21E-02,-2.71E-01,-1.63E-01,-1.06E+00,-2.71E-01,-1.63E-01,-1.06E+00,-2.16E-01,-1.24E-01,-1.01E+00,-2.05E-01,-1.21E-01,-1.01E+00,-1.81E-01,-1.17E-01,-9.94E-01,-1.74E-01,-1.09E-01,-9.90E-01,-1.62E-01,-1.01E-01,-9.82E-01,-0.83,-1.18,1.85,-1.9,-0.89,-0.13,-1.87E-01,-1.14E-01,-9.96E-01,4.22E-02,0.00E+00,2.42E-02,2.11E-02,9.58E-03,1.21E-02,-2.71E-01,-1.63E-01,-1.06E+00,-2.71E-01,-1.63E-01,-1.06E+00,-2.16E-01,-1.24E-01,-1.01E+00,-2.05E-01,-1.21E-01,-1.01E+00,-1.81E-01,-1.17E-01,-9.94E-01,-1.74E-01,-1.09E-01,-9.90E-01,-1.62E-01,-1.01E-01,-9.82E-01,-0.83,-1.18,1.85,-1.9,-0.89,-0.13,-1.87E-01,-1.14E-01,-9.96E-01,4.22E-02,0.00E+00,2.42E-02,2.11E-02,9.58E-03,1.21E-02,-2.71E-01,-1.63E-01,-1.06E+00,-2.71E-01,-1.63E-01,-1.06E+00,-2.16E-01,-1.24E-01,-1.01E+00,-2.05E-01,-1.21E-01,-1.01E+00,-1.81E-01,-1.17E-01,-9.94E-01,-1.74E-01,-1.09E-01,-9.90E-01,-1.62E-01,-1.01E-01,-9.82E-01,-0.83,-1.18,1.85,-1.9,-0.89,-0.13,-1.87E-01,-1.14E-01,-9.96E-01,4.22E-02,0.00E+00,2.42E-02,2.11E-02,9.58E-03,1.21E-02,-2.71E-01,-1.63E-01,-1.06E+00,-2.71E-01,-1.63E-01,-1.06E+00,-2.16E-01,-1.24E-01,-1.01E+00,-2.05E-01,-1.21E-01,-1.01E+00,-1.81E-01,-1.17E-01,-9.94E-01,-1.74E-01,-1.09E-01,-9.90E-01,-1.62E-01,-1.01E-01,-9.82E-01
0.41,0.11,1.02,-0.97,1.74,-1.32,-2.60E-01,-4.09E-02,-8.49E-01,5.22E-01,1.77E-01,7.60E-01,2.61E-01,1.77E-01,3.80E-01,-1.03E+00,-1.67E-01,-1.38E+00,-1.03E+00,-1.67E-01,-1.38E+00,-7.78E-01,-1.36E-01,-1.01E+00,-1.74E-01,-1.28E-01,-1.01E+00,-1.50E-01,-1.21E-01,-9.98E-01,-1.38E-01,-1.09E-01,-9.86E-01,-1.03E-01,3.11E-01,-1.55E-01,0.41,0.11,1.02,-0.97,1.74,-1.32,-2.60E-01,-4.09E-02,-8.49E-01,5.22E-01,1.77E-01,7.60E-01,2.61E-01,1.77E-01,3.80E-01,-1.03E+00,-1.67E-01,-1.38E+00,-1.03E+00,-1.67E-01,-1.38E+00,-7.78E-01,-1.36E-01,-1.01E+00,-1.74E-01,-1.28E-01,-1.01E+00,-1.50E-01,-1.21E-01,-9.98E-01,-1.38E-01,-1.09E-01,-9.86E-01,-1.03E-01,3.11E-01,-1.55E-01,0.41,0.11,1.02,-0.97,1.74,-1.32,-2.60E-01,-4.09E-02,-8.49E-01,5.22E-01,1.77E-01,7.60E-01,2.61E-01,1.77E-01,3.80E-01,-1.03E+00,-1.67E-01,-1.38E+00,-1.03E+00,-1.67E-01,-1.38E+00,-7.78E-01,-1.36E-01,-1.01E+00,-1.74E-01,-1.28E-01,-1.01E+00,-1.50E-01,-1.21E-01,-9.98E-01,-1.38E-01,-1.09E-01,-9.86E-01,-1.03E-01,3.11E-01,-1.55E-01,0.41,0.11,1.02,-0.97,1.74,-1.32,-2.60E-01,-4.09E-02,-8.49E-01,5.22E-01,1.77E-01,7.60E-01,2.61E-01,1.77E-01,3.80E-01,-1.03E+00,-1.67E-01,-1.38E+00,-1.03E+00,-1.67E-01,-1.38E+00,-7.78E-01,-1.36E-01,-1.01E+00,-1.74E-01,-1.28E-01,-1.01E+00,-1.50E-01,-1.21E-01,-9.98E-01,-1.38E-01,-1.09E-01,-9.86E-01,-1.03E-01,3.11E-01,-1.55E-01
-1.91,0.08,0.41,-1.49,0.79,0.59,-5.03E-01,8.49E-01,5.60E-02,2.08E-02,-8.07E-03,0.00E+00,1.04E-02,8.07E-03,2.46E-02,-5.40E-01,8.29E-01,-9.00E-04,-5.40E-01,8.29E-01,-9.00E-04,-5.17E-01,8.40E-01,2.66E-02,-5.09E-01,8.44E-01,3.84E-02,-5.05E-01,8.48E-01,5.42E-02,-4.97E-01,8.56E-01,7.39E-02,-4.90E-01,8.60E-01,8.57E-02,-1.91,0.08,0.41,-1.49,0.79,0.59,-5.03E-01,8.49E-01,5.60E-02,2.08E-02,-8.07E-03,0.00E+00,1.04E-02,8.07E-03,2.46E-02,-5.40E-01,8.29E-01,-9.00E-04,-5.40E-01,8.29E-01,-9.00E-04,-5.17E-01,8.40E-01,2.66E-02,-5.09E-01,8.44E-01,3.84E-02,-5.05E-01,8.48E-01,5.42E-02,-4.97E-01,8.56E-01,7.39E-02,-4.90E-01,8.60E-01,8.57E-02,-1.91,0.08,0.41,-1.49,0.79,0.59,-5.03E-01,8.49E-01,5.60E-02,2.08E-02,-8.07E-03,0.00E+00,1.04E-02,8.07E-03,2.46E-02,-5.40E-01,8.29E-01,-9.00E-04,-5.40E-01,8.29E-01,-9.00E-04,-5.17E-01,8.40E-01,2.66E-02,-5.09E-01,8.44E-01,3.84E-02,-5.05E-01,8.48E-01,5.42E-02,-4.97E-01,8.56E-01,7.39E-02,-4.90E-01,8.60E-01,8.57E-02,-1.91,0.08,0.41,-1.49,0.79,0.59,-5.03E-01,8.49E-01,5.60E-02,2.08E-02,-8.07E-03,0.00E+00,1.04E-02,8.07E-03,2.46E-02,-5.40E-01,8.29E-01,-9.00E-04,-5.40E-01,8.29E-01,-9.00E-04,-5.17E-01,8.40E-01,2.66E-02,-5.09E-01,8.44E-01,3.84E-02,-5.05E-01,8.48E-01,5.42E-02,-4.97E-01,8.56E-01,7.39E-02,-4.90E-01,8.60E-01,8.57E-02
-1.35,0.6,-0.98,-1.55,0.15,0.61,-4.15E-01,2.53E-01,-8.09E-01,-6.26E-02,1.94E+00,-3.26E-01,6.26E-02,9.70E-01,3.26E-01,-7.70E-01,-8.55E-02,-1.22E+00,-7.70E-01,-8.55E-02,-1.22E+00,-5.05E-01,7.80E-03,-9.94E-01,-4.43E-01,1.95E-02,-9.54E-01,-4.08E-01,2.73E-02,-9.27E-01,-3.76E-01,5.06E-02,-8.91E-01,-3.41E-01,8.44E-01,1.09E-02,-1.35,0.6,-0.98,-1.55,0.15,0.61,-4.15E-01,2.53E-01,-8.09E-01,-6.26E-02,1.94E+00,-3.26E-01,6.26E-02,9.70E-01,3.26E-01,-7.70E-01,-8.55E-02,-1.22E+00,-7.70E-01,-8.55E-02,-1.22E+00,-5.05E-01,7.80E-03,-9.94E-01,-4.43E-01,1.95E-02,-9.54E-01,-4.08E-01,2.73E-02,-9.27E-01,-3.76E-01,5.06E-02,-8.91E-01,-3.41E-01,8.44E-01,1.09E-02,-1.35,0.6,-0.98,-1.55,0.15,0.61,-4.15E-01,2.53E-01,-8.09E-01,-6.26E-02,1.94E+00,-3.26E-01,6.26E-02,9.70E-01,3.26E-01,-7.70E-01,-8.55E-02,-1.22E+00,-7.70E-01,-8.55E-02,-1.22E+00,-5.05E-01,7.80E-03,-9.94E-01,-4.43E-01,1.95E-02,-9.54E-01,-4.08E-01,2.73E-02,-9.27E-01,-3.76E-01,5.06E-02,-8.91E-01,-3.41E-01,8.44E-01,1.09E-02,-1.35,0.6,-0.98,-1.55,0.15,0.61,-4.15E-01,2.53E-01,-8.09E-01,-6.26E-02,1.94E+00,-3.26E-01,6.26E-02,9.70E-01,3.26E-01,-7.70E-01,-8.55E-02,-1.22E+00,-7.70E-01,-8.55E-02,-1.22E+00,-5.05E-01,7.80E-03,-9.94E-01,-4.43E-01,1.95E-02,-9.54E-01,-4.08E-01,2.73E-02,-9.27E-01,-3.76E-01,5.06E-02,-8.91E-01,-3.41E-01,8.44E-01,1.09E-02
